epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
149,30799.3,1.37742,1.08894,1.38121,0.74306,0.66964,0.73957,0.43217,1.65547,1.22716,1.58199,0.000166149,0.000166149,0.000166149
150,30999,1.3723,1.08248,1.37606,0.7497,0.66689,0.73956,0.43164,1.65485,1.22808,1.58137,0.000160523,0.000160523,0.000160523
151,31199.9,1.37272,1.0847,1.39276,0.75465,0.6637,0.73951,0.43182,1.65258,1.22702,1.58006,0.000154982,0.000154982,0.000154982
152,31397.8,1.38707,1.127,1.40244,0.75577,0.66327,0.73893,0.43116,1.6517,1.22689,1.57942,0.000149527,0.000149527,0.000149527
153,31596.9,1.39245,1.1117,1.38543,0.75698,0.6637,0.73781,0.43134,1.65167,1.22819,1.57976,0.000144161,0.000144161,0.000144161
154,31793,1.37153,1.09822,1.38969,0.75767,0.66243,0.73841,0.4315,1.65279,1.22971,1.58133,0.000138883,0.000138883,0.000138883
155,31989.7,1.37905,1.10164,1.39139,0.75293,0.66455,0.73811,0.43121,1.6542,1.23227,1.58293,0.000133695,0.000133695,0.000133695
156,32188,1.37048,1.08068,1.38121,0.75546,0.66582,0.73921,0.43169,1.65461,1.23129,1.5833,0.000128599,0.000128599,0.000128599
157,32387.6,1.36036,1.07898,1.37384,0.75963,0.66285,0.73867,0.43226,1.65552,1.23129,1.58406,0.000123596,0.000123596,0.000123596
158,32595,1.34565,1.06894,1.36679,0.76083,0.66241,0.73898,0.43202,1.65656,1.23059,1.58477,0.000118687,0.000118687,0.000118687
159,32806,1.37203,1.08146,1.38036,0.7596,0.66466,0.73921,0.43218,1.6573,1.23081,1.58498,0.000113873,0.000113873,0.000113873
160,33014.8,1.34929,1.05336,1.36351,0.75946,0.66412,0.73837,0.43153,1.65802,1.23208,1.58549,0.000109156,0.000109156,0.000109156
161,33225.3,1.34985,1.05803,1.36149,0.75938,0.66709,0.73883,0.43124,1.65763,1.23131,1.58464,0.000104537,0.000104537,0.000104537
162,33435.5,1.36072,1.07704,1.37499,0.76202,0.66539,0.73851,0.43104,1.65828,1.23096,1.58524,0.000100016,0.000100016,0.000100016
163,33640.7,1.36325,1.05929,1.3695,0.76631,0.66475,0.73781,0.43131,1.65861,1.23256,1.58555,9.55951e-05,9.55951e-05,9.55951e-05
164,33844.1,1.36076,1.0797,1.37082,0.76501,0.66539,0.73831,0.43105,1.66074,1.23162,1.58756,9.12754e-05,9.12754e-05,9.12754e-05
165,34042.2,1.34108,1.03639,1.35199,0.76493,0.66794,0.73888,0.43119,1.66138,1.2318,1.58802,8.70577e-05,8.70577e-05,8.70577e-05
166,34239.7,1.36936,1.07938,1.37313,0.76361,0.6658,0.73755,0.43095,1.66216,1.23198,1.58834,8.29431e-05,8.29431e-05,8.29431e-05
167,34438.2,1.35044,1.06251,1.36613,0.76254,0.66455,0.73737,0.43116,1.66239,1.23305,1.58812,7.89327e-05,7.89327e-05,7.89327e-05
168,34637.4,1.36318,1.0749,1.37517,0.76424,0.66398,0.73647,0.43134,1.66315,1.23408,1.58829,7.50274e-05,7.50274e-05,7.50274e-05
169,34836.6,1.35448,1.05118,1.36211,0.76264,0.66496,0.73764,0.43094,1.66402,1.23405,1.58861,7.12282e-05,7.12282e-05,7.12282e-05
170,35032.2,1.35204,1.06245,1.36407,0.76206,0.66412,0.73756,0.43068,1.66488,1.23408,1.5893,6.7536e-05,6.7536e-05,6.7536e-05
171,35210.1,1.35555,0.92989,1.38928,0.7625,0.66497,0.73779,0.4306,1.66526,1.23469,1.59008,6.39518e-05,6.39518e-05,6.39518e-05
172,35381.1,1.31628,0.91275,1.36728,0.76478,0.66115,0.73806,0.43101,1.66666,1.23432,1.59048,6.04763e-05,6.04763e-05,6.04763e-05
173,35551.8,1.3009,0.89116,1.34894,0.7624,0.66271,0.73756,0.43064,1.66738,1.23604,1.59125,5.71106e-05,5.71106e-05,5.71106e-05
174,35721.1,1.31367,0.90582,1.36835,0.76244,0.66284,0.7371,0.43008,1.66778,1.2353,1.59109,5.38554e-05,5.38554e-05,5.38554e-05
175,35891.1,1.3066,0.885,1.35489,0.76035,0.662,0.73697,0.42995,1.66927,1.23561,1.59148,5.07115e-05,5.07115e-05,5.07115e-05
