epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,10729.5,1.87244,1.73683,1.48636,0.63131,0.47623,0.53203,0.2358,1.9462,1.66936,1.57688,0.000687222,0.000687222,0.000687222
59,10912.8,1.87111,1.75134,1.48115,0.62795,0.48747,0.52777,0.23637,1.94888,1.66515,1.58967,0.000677543,0.000677543,0.000677543
60,11096.5,1.87572,1.7374,1.47803,0.59293,0.4847,0.52338,0.23551,1.9292,1.63369,1.56924,0.000667789,0.000667789,0.000667789
61,11279.9,1.86312,1.71837,1.48095,0.65209,0.46932,0.52866,0.23652,1.96366,1.65818,1.58157,0.000657963,0.000657963,0.000657963
62,11463.3,1.87545,1.73197,1.46776,0.59527,0.50213,0.53016,0.24204,1.94153,1.63151,1.58474,0.000648071,0.000648071,0.000648071
63,11647.3,1.85594,1.70811,1.47034,0.62707,0.47378,0.52769,0.24692,1.90237,1.61918,1.54806,0.000638115,0.000638115,0.000638115
64,11830.9,1.86239,1.73973,1.47907,0.5944,0.50538,0.53681,0.24391,1.92786,1.61556,1.56104,0.000628101,0.000628101,0.000628101
65,12014.8,1.86609,1.70758,1.46986,0.58995,0.50983,0.53062,0.24276,1.9483,1.61225,1.57551,0.000618034,0.000618034,0.000618034
66,12198.7,1.8382,1.69049,1.46406,0.6177,0.49006,0.53582,0.24165,1.93871,1.61315,1.56484,0.000607916,0.000607916,0.000607916
67,12382.5,1.84371,1.68877,1.46634,0.61534,0.49957,0.53109,0.24253,1.93239,1.61435,1.57464,0.000597754,0.000597754,0.000597754
68,12566.3,1.85529,1.70731,1.47657,0.60558,0.51858,0.54531,0.24668,1.90441,1.58553,1.54186,0.000587551,0.000587551,0.000587551
69,12749.7,1.8493,1.67856,1.45402,0.61592,0.53223,0.54888,0.24836,1.91848,1.59253,1.55172,0.000577311,0.000577311,0.000577311
70,12934.2,1.84351,1.66845,1.45241,0.65903,0.47018,0.54797,0.24585,1.92101,1.57699,1.54668,0.00056704,0.00056704,0.00056704
71,13117.8,1.83608,1.66354,1.45035,0.6254,0.50648,0.5448,0.25247,1.90728,1.58867,1.55088,0.000556742,0.000556742,0.000556742
72,13301.1,1.83357,1.64446,1.45689,0.64771,0.4987,0.54483,0.24585,1.94357,1.59875,1.56296,0.000546421,0.000546421,0.000546421
73,13484.5,1.8403,1.67095,1.46431,0.59094,0.52566,0.53625,0.24627,1.92215,1.60383,1.56811,0.000536081,0.000536081,0.000536081
74,13668.1,1.82737,1.64897,1.45429,0.60726,0.51772,0.54946,0.24794,1.9474,1.60192,1.58376,0.000525728,0.000525728,0.000525728
75,13851.7,1.84016,1.65945,1.45868,0.61748,0.49784,0.53936,0.24509,1.92195,1.5981,1.54445,0.000515366,0.000515366,0.000515366
76,14035.6,1.82934,1.64369,1.4463,0.59795,0.52377,0.55328,0.25312,1.90222,1.57692,1.54303,0.000505,0.000505,0.000505
77,14219,1.82937,1.64993,1.44801,0.60754,0.5229,0.55849,0.2547,1.92195,1.59458,1.56781,0.000494634,0.000494634,0.000494634
78,14403,1.82937,1.6376,1.46451,0.63819,0.49957,0.55614,0.252,1.93896,1.59339,1.565,0.000484272,0.000484272,0.000484272
79,14586.4,1.81968,1.61685,1.44023,0.62095,0.52982,0.56577,0.25334,1.93581,1.55811,1.56123,0.000473919,0.000473919,0.000473919
80,14770.5,1.82335,1.62743,1.44455,0.58853,0.52416,0.5558,0.2519,1.92531,1.58615,1.56086,0.000463579,0.000463579,0.000463579
81,14954.6,1.8165,1.56713,1.4437,0.61747,0.5148,0.55609,0.2538,1.9173,1.55959,1.55878,0.000453258,0.000453258,0.000453258
82,15138.3,1.8118,1.61655,1.44724,0.60939,0.52377,0.55742,0.24762,1.95875,1.59127,1.5826,0.00044296,0.00044296,0.00044296
83,15321.8,1.82018,1.61581,1.45022,0.61206,0.525,0.56783,0.25543,1.93227,1.56888,1.55428,0.000432689,0.000432689,0.000432689
84,15505.3,1.80403,1.59224,1.43387,0.60414,0.51048,0.54965,0.25044,1.92385,1.56952,1.5458,0.000422449,0.000422449,0.000422449
85,15688.8,1.78605,1.55902,1.42747,0.62235,0.51858,0.55387,0.25478,1.94277,1.56479,1.56494,0.000412246,0.000412246,0.000412246
86,15872.9,1.79783,1.5842,1.42719,0.64692,0.48775,0.55565,0.25704,1.91275,1.56324,1.53868,0.000402084,0.000402084,0.000402084
87,16056.9,1.79032,1.56286,1.43447,0.63942,0.52723,0.56577,0.25629,1.94308,1.56939,1.58381,0.000391966,0.000391966,0.000391966
88,16240.3,1.78975,1.57552,1.43939,0.63389,0.53068,0.56614,0.2525,1.92584,1.55953,1.56538,0.000381899,0.000381899,0.000381899
89,16423.8,1.7834,1.55422,1.42367,0.62609,0.52031,0.56185,0.25585,1.94774,1.56635,1.56661,0.000371885,0.000371885,0.000371885
90,16607.2,1.79932,1.57011,1.4335,0.6448,0.51858,0.56919,0.25811,1.90664,1.53334,1.53784,0.000361929,0.000361929,0.000361929
91,16790.7,1.80071,1.56183,1.42623,0.63185,0.54019,0.57526,0.26294,1.91616,1.53754,1.55159,0.000352037,0.000352037,0.000352037
92,16974.6,1.78777,1.55849,1.42489,0.63439,0.5108,0.55934,0.26086,1.89208,1.54664,1.53765,0.000342211,0.000342211,0.000342211
93,17158,1.78733,1.54164,1.42252,0.61723,0.52031,0.56343,0.26207,1.91714,1.53557,1.5471,0.000332457,0.000332457,0.000332457
94,17341.3,1.76526,1.5183,1.4107,0.6394,0.54252,0.5723,0.26256,1.90355,1.53203,1.54269,0.000322778,0.000322778,0.000322778
95,17524.7,1.77391,1.51946,1.41346,0.67638,0.51513,0.57698,0.26369,1.9202,1.52663,1.54912,0.00031318,0.00031318,0.00031318
96,17708.4,1.77055,1.51612,1.41063,0.59936,0.55056,0.57088,0.26315,1.90936,1.52786,1.54387,0.000303665,0.000303665,0.000303665
97,17892.2,1.7633,1.52494,1.40264,0.64371,0.52809,0.57727,0.26385,1.91159,1.53515,1.54489,0.000294239,0.000294239,0.000294239
98,18077,1.76063,1.49804,1.401,0.65009,0.52723,0.57085,0.26373,1.93845,1.52379,1.56153,0.000284906,0.000284906,0.000284906
99,18261,1.7527,1.49466,1.3989,0.62694,0.56093,0.57964,0.26716,1.93218,1.51164,1.55428,0.000275668,0.000275668,0.000275668
100,18444.6,1.76665,1.51397,1.40823,0.63,0.54278,0.57543,0.26976,1.90597,1.49631,1.53816,0.000266532,0.000266532,0.000266532
101,18628.9,1.76814,1.50134,1.40028,0.63495,0.5471,0.57664,0.26188,1.9187,1.52429,1.55282,0.0002575,0.0002575,0.0002575
102,18812.5,1.75715,1.48758,1.41336,0.6213,0.55315,0.58069,0.26528,1.90787,1.51183,1.54045,0.000248577,0.000248577,0.000248577
103,18996.2,1.74886,1.48015,1.39388,0.63483,0.54797,0.57555,0.26736,1.90844,1.51164,1.53975,0.000239766,0.000239766,0.000239766
104,19180.2,1.7693,1.49924,1.41541,0.64167,0.53673,0.57666,0.2644,1.9223,1.52357,1.54906,0.000231071,0.000231071,0.000231071
105,19363.6,1.74306,1.48013,1.40362,0.66013,0.53552,0.58455,0.26832,1.91343,1.51466,1.54978,0.000222497,0.000222497,0.000222497
106,19546.8,1.72151,1.4637,1.38805,0.64599,0.54883,0.5794,0.26345,1.91828,1.52812,1.55539,0.000214046,0.000214046,0.000214046
107,19731.9,1.73663,1.45964,1.39366,0.62588,0.54192,0.57719,0.26454,1.91725,1.51946,1.55767,0.000205723,0.000205723,0.000205723
108,19915.7,1.73858,1.47893,1.39607,0.64916,0.53733,0.57857,0.26298,1.92072,1.51605,1.55165,0.000197532,0.000197532,0.000197532
109,20098.8,1.73885,1.46465,1.39762,0.66213,0.54278,0.58134,0.2618,1.93075,1.51153,1.54945,0.000189475,0.000189475,0.000189475
110,20282.9,1.73752,1.46108,1.3815,0.63902,0.55143,0.57686,0.26016,1.93329,1.50793,1.55096,0.000181557,0.000181557,0.000181557
111,20466.4,1.73045,1.45628,1.37705,0.65577,0.54192,0.58068,0.26153,1.92917,1.51614,1.54752,0.00017378,0.00017378,0.00017378
112,20650.8,1.72376,1.43882,1.37838,0.65298,0.54883,0.58199,0.26517,1.91888,1.51149,1.54429,0.000166149,0.000166149,0.000166149
113,20834.4,1.71494,1.43409,1.38195,0.65196,0.55661,0.59041,0.26881,1.92511,1.51232,1.5523,0.000158667,0.000158667,0.000158667
114,21018.7,1.72026,1.43684,1.38118,0.64381,0.55834,0.58569,0.2698,1.91938,1.50145,1.54879,0.000151336,0.000151336,0.000151336
115,21202.4,1.72559,1.44084,1.38386,0.66173,0.55289,0.58329,0.2683,1.91803,1.50305,1.55063,0.000144161,0.000144161,0.000144161
116,21385.8,1.71997,1.43361,1.37757,0.67141,0.52981,0.58277,0.2655,1.92752,1.50566,1.5547,0.000137143,0.000137143,0.000137143
117,21569.6,1.71682,1.43087,1.36883,0.64923,0.54365,0.57887,0.26665,1.92893,1.50731,1.54853,0.000130287,0.000130287,0.000130287
118,21753.1,1.70947,1.41959,1.37455,0.62088,0.55315,0.58204,0.26762,1.92997,1.50551,1.55279,0.000123596,0.000123596,0.000123596
119,21936.3,1.71476,1.43859,1.37698,0.6518,0.55171,0.58083,0.26369,1.92668,1.51546,1.54952,0.000117072,0.000117072,0.000117072
120,22120.2,1.73463,1.42447,1.38828,0.64679,0.54019,0.57656,0.26558,1.93285,1.52486,1.55198,0.000110718,0.000110718,0.000110718
121,22304.8,1.71002,1.42013,1.37191,0.62898,0.55229,0.58219,0.26825,1.92833,1.51359,1.54571,0.000104537,0.000104537,0.000104537
122,22488.7,1.69996,1.40137,1.37011,0.64877,0.53673,0.58423,0.26738,1.92928,1.5144,1.54871,9.85311e-05,9.85311e-05,9.85311e-05
123,22672.9,1.69645,1.40094,1.36194,0.6361,0.54797,0.58111,0.26873,1.92415,1.51313,1.54484,9.2704e-05,9.2704e-05,9.2704e-05
