epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
128,11616.7,1.25686,1.00205,0.00825,0.82306,0.66906,0.78797,0.51649,1.32661,1.01361,0.01285,0.000198988,6.63292e-05,0.000198988,6.63292e-05,0.000198988,6.63292e-05,0.000198988,6.63292e-05
129,11706,1.24443,0.98505,0.00825,0.80779,0.67882,0.78944,0.5167,1.32578,1.00339,0.01276,0.000184868,6.16227e-05,0.000184868,6.16227e-05,0.000184868,6.16227e-05,0.000184868,6.16227e-05
130,11795.1,1.24737,1.00598,0.00855,0.80444,0.68342,0.78837,0.51606,1.33267,0.99348,0.01289,0.000171332,5.71106e-05,0.000171332,5.71106e-05,0.000171332,5.71106e-05,0.000171332,5.71106e-05
131,11884,1.19412,0.85751,0.01059,0.7419,0.7057,0.77515,0.50339,1.34732,1.04709,0.01335,0.000158385,5.2795e-05,0.000158385,5.2795e-05,0.000158385,5.2795e-05,0.000158385,5.2795e-05
132,11971.3,1.16674,0.81333,0.01018,0.78944,0.68096,0.77652,0.50247,1.35196,1.0638,0.01352,0.000146033,4.86777e-05,0.000146033,4.86777e-05,0.000146033,4.86777e-05,0.000146033,4.86777e-05
133,12058.1,1.18423,0.80983,0.01014,0.76715,0.70208,0.77525,0.49948,1.34334,1.05357,0.01326,0.000134282,4.47606e-05,0.000134282,4.47606e-05,0.000134282,4.47606e-05,0.000134282,4.47606e-05
134,12145,1.16721,0.78099,0.00995,0.79997,0.66834,0.77534,0.50233,1.33733,1.05953,0.01317,0.000123136,4.10454e-05,0.000123136,4.10454e-05,0.000123136,4.10454e-05,0.000123136,4.10454e-05
135,12232.3,1.16496,0.80382,0.01003,0.79124,0.69347,0.7765,0.50447,1.32842,1.04557,0.01308,0.000112601,3.75337e-05,0.000112601,3.75337e-05,0.000112601,3.75337e-05,0.000112601,3.75337e-05
136,12319.4,1.14669,0.77003,0.00991,0.80174,0.6735,0.775,0.50609,1.33095,1.05351,0.01309,0.000102681,3.4227e-05,0.000102681,3.4227e-05,0.000102681,3.4227e-05,0.000102681,3.4227e-05
137,12406,1.14902,0.77047,0.00972,0.77555,0.70199,0.77904,0.50822,1.32679,1.04628,0.01313,9.33805e-05,3.11268e-05,9.33805e-05,3.11268e-05,9.33805e-05,3.11268e-05,9.33805e-05,3.11268e-05
138,12492.5,1.13906,0.75597,0.0099,0.77798,0.69419,0.78022,0.51069,1.32619,1.02585,0.01311,8.47036e-05,2.82345e-05,8.47036e-05,2.82345e-05,8.47036e-05,2.82345e-05,8.47036e-05,2.82345e-05
139,12578.9,1.15269,0.76485,0.00996,0.77926,0.69439,0.78008,0.50905,1.32016,1.04512,0.013,7.6654e-05,2.55513e-05,7.6654e-05,2.55513e-05,7.6654e-05,2.55513e-05,7.6654e-05,2.55513e-05
140,12665.3,1.1473,0.7696,0.01023,0.75056,0.71284,0.77851,0.50892,1.32329,1.03926,0.01294,6.92353e-05,2.30784e-05,6.92353e-05,2.30784e-05,6.92353e-05,2.30784e-05,6.92353e-05,2.30784e-05
141,12751.8,1.14114,0.75275,0.00953,0.77657,0.68557,0.7804,0.50853,1.32838,1.0232,0.01306,6.24508e-05,2.08169e-05,6.24508e-05,2.08169e-05,6.24508e-05,2.08169e-05,6.24508e-05,2.08169e-05
142,12838.5,1.16175,0.75378,0.00982,0.77336,0.70065,0.78027,0.51055,1.32746,1.02153,0.01304,5.63034e-05,1.87678e-05,5.63034e-05,1.87678e-05,5.63034e-05,1.87678e-05,5.63034e-05,1.87678e-05
143,12925.9,1.14253,0.7625,0.00949,0.78763,0.68629,0.77852,0.50852,1.32791,1.02808,0.01303,5.07959e-05,1.6932e-05,5.07959e-05,1.6932e-05,5.07959e-05,1.6932e-05,5.07959e-05,1.6932e-05
144,13012.8,1.14246,0.74764,0.00971,0.78366,0.67983,0.77736,0.50887,1.32737,1.03354,0.013,4.59306e-05,1.53102e-05,4.59306e-05,1.53102e-05,4.59306e-05,1.53102e-05,4.59306e-05,1.53102e-05
145,13099.6,1.12472,0.7393,0.00953,0.78635,0.68198,0.77882,0.5086,1.32671,1.02994,0.01301,4.17097e-05,1.39032e-05,4.17097e-05,1.39032e-05,4.17097e-05,1.39032e-05,4.17097e-05,1.39032e-05
146,13186.2,1.14267,0.74452,0.00967,0.76347,0.70136,0.77809,0.50702,1.32914,1.03786,0.01303,3.8135e-05,1.27117e-05,3.8135e-05,1.27117e-05,3.8135e-05,1.27117e-05,3.8135e-05,1.27117e-05
147,13273.2,1.15195,0.75461,0.00941,0.75452,0.71933,0.78136,0.50769,1.32366,1.0289,0.0129,3.52081e-05,1.1736e-05,3.52081e-05,1.1736e-05,3.52081e-05,1.1736e-05,3.52081e-05,1.1736e-05
148,13360.2,1.13755,0.74853,0.0096,0.75928,0.70854,0.77973,0.51056,1.32533,1.02739,0.01296,3.29303e-05,1.09768e-05,3.29303e-05,1.09768e-05,3.29303e-05,1.09768e-05,3.29303e-05,1.09768e-05
149,13447.3,1.1537,0.74866,0.00987,0.76112,0.70854,0.78115,0.51013,1.33137,1.01279,0.013,3.13026e-05,1.04342e-05,3.13026e-05,1.04342e-05,3.13026e-05,1.04342e-05,3.13026e-05,1.04342e-05
150,13534,1.14019,0.76393,0.00974,0.75429,0.70782,0.78147,0.51129,1.32948,1.01356,0.01305,3.03257e-05,1.01086e-05,3.03257e-05,1.01086e-05,3.03257e-05,1.01086e-05,3.03257e-05,1.01086e-05
