epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
100,7259.82,1.18257,0.92327,1.30198,0.8134,0.71972,0.81057,0.51514,1.2962,0.94548,1.37582,0.000266532,0.000266532,0.000266532
101,7333.1,1.1782,0.89014,1.29974,0.77305,0.71156,0.79661,0.50666,1.32159,0.97001,1.38912,0.0002575,0.0002575,0.0002575
102,7404.75,1.1632,0.88788,1.28416,0.82064,0.71274,0.81249,0.52142,1.29422,0.93753,1.37132,0.000248577,0.000248577,0.000248577
103,7476.64,1.17151,0.90114,1.29346,0.7859,0.7509,0.81541,0.52318,1.29829,0.9306,1.36977,0.000239766,0.000239766,0.000239766
104,7548.84,1.17453,0.90084,1.30037,0.80745,0.72936,0.81449,0.52269,1.29385,0.9232,1.37124,0.000231071,0.000231071,0.000231071
105,7621.53,1.18893,0.92907,1.32002,0.79565,0.71859,0.806,0.51464,1.30171,0.93685,1.37393,0.000222497,0.000222497,0.000222497
106,7693.03,1.14923,0.87179,1.2752,0.81464,0.71213,0.79696,0.50866,1.30927,0.96826,1.37722,0.000214046,0.000214046,0.000214046
107,7763.78,1.17522,0.91428,1.30144,0.79963,0.72649,0.80877,0.51252,1.31003,0.94721,1.37616,0.000205723,0.000205723,0.000205723
108,7836.29,1.14494,0.86254,1.26693,0.80899,0.7107,0.80379,0.51796,1.29056,0.94126,1.36056,0.000197532,0.000197532,0.000197532
109,7909.01,1.14218,0.86779,1.28098,0.84233,0.68055,0.80491,0.51532,1.30445,0.96026,1.37309,0.000189475,0.000189475,0.000189475
110,7980.32,1.14492,0.86695,1.28083,0.77779,0.72793,0.80116,0.51718,1.28848,0.95,1.36902,0.000181557,0.000181557,0.000181557
111,8053.45,1.13927,0.84824,1.25191,0.79827,0.70735,0.80304,0.51512,1.29628,0.95689,1.36855,0.00017378,0.00017378,0.00017378
112,8125.09,1.15524,0.87969,1.28999,0.79237,0.71503,0.80731,0.51696,1.30274,0.94212,1.36983,0.000166149,0.000166149,0.000166149
113,8196.85,1.14092,0.87177,1.28153,0.78899,0.74351,0.8092,0.52014,1.28826,0.93581,1.36176,0.000158667,0.000158667,0.000158667
114,8269.41,1.14729,0.86771,1.2771,0.80352,0.72075,0.80938,0.51677,1.30789,0.94024,1.36632,0.000151336,0.000151336,0.000151336
115,8340.73,1.14008,0.86237,1.26869,0.8034,0.72146,0.81631,0.5233,1.29696,0.92298,1.36872,0.000144161,0.000144161,0.000144161
116,8411.4,1.15297,0.86138,1.28631,0.80324,0.7356,0.81428,0.52737,1.28255,0.92869,1.36369,0.000137143,0.000137143,0.000137143
117,8483.76,1.13867,0.84789,1.2701,0.79981,0.74156,0.81956,0.5293,1.28732,0.91501,1.36523,0.000130287,0.000130287,0.000130287
118,8556.86,1.13623,0.85566,1.27013,0.79181,0.74265,0.81837,0.52659,1.2922,0.91645,1.36668,0.000123596,0.000123596,0.000123596
119,8628.2,1.13406,0.84785,1.26881,0.77739,0.75305,0.81897,0.52666,1.28565,0.9171,1.36726,0.000117072,0.000117072,0.000117072
120,8701.61,1.14797,0.86038,1.28032,0.79466,0.73345,0.81333,0.52527,1.28361,0.92894,1.36438,0.000110718,0.000110718,0.000110718
121,8775.4,1.12702,0.84746,1.27369,0.8106,0.73295,0.82083,0.52889,1.2831,0.91814,1.36697,0.000104537,0.000104537,0.000104537
122,8847.43,1.14272,0.86658,1.27723,0.82141,0.70987,0.81258,0.52328,1.29079,0.93259,1.36666,9.85311e-05,9.85311e-05,9.85311e-05
123,8919.06,1.1286,0.84479,1.26559,0.79156,0.74085,0.81867,0.52468,1.28728,0.92623,1.36502,9.2704e-05,9.2704e-05,9.2704e-05
124,8992.76,1.13179,0.84585,1.26321,0.80215,0.74802,0.81787,0.52609,1.28879,0.91818,1.35971,8.70577e-05,8.70577e-05,8.70577e-05
125,9065.43,1.12001,0.83979,1.26577,0.80067,0.74515,0.81594,0.52076,1.30321,0.92094,1.37085,8.15947e-05,8.15947e-05,8.15947e-05
126,9136.55,1.12823,0.8426,1.26367,0.79155,0.74372,0.81712,0.52329,1.29607,0.92385,1.3654,7.63174e-05,7.63174e-05,7.63174e-05
127,9208.54,1.12073,0.83376,1.26106,0.79718,0.73654,0.81594,0.52273,1.29635,0.92075,1.35886,7.12282e-05,7.12282e-05,7.12282e-05
128,9281.61,1.13085,0.84215,1.26698,0.82112,0.71572,0.8177,0.5256,1.28632,0.91524,1.35856,6.63292e-05,6.63292e-05,6.63292e-05
129,9354.34,1.11374,0.82833,1.2578,0.8142,0.72936,0.81181,0.52329,1.28329,0.92193,1.35822,6.16227e-05,6.16227e-05,6.16227e-05
130,9427.05,1.12572,0.85146,1.27407,0.80921,0.74013,0.8203,0.52559,1.29041,0.92542,1.35919,5.71106e-05,5.71106e-05,5.71106e-05
131,9496.26,1.07435,0.75272,1.23901,0.78044,0.73367,0.79008,0.50561,1.29517,0.96299,1.38164,5.2795e-05,5.2795e-05,5.2795e-05
132,9562.52,1.05578,0.71312,1.22407,0.79626,0.72665,0.7997,0.51301,1.2955,0.94463,1.37367,4.86777e-05,4.86777e-05,4.86777e-05
133,9628.58,1.05415,0.692,1.22254,0.78384,0.73668,0.80428,0.51509,1.2914,0.94434,1.36967,4.47606e-05,4.47606e-05,4.47606e-05
134,9694.52,1.03767,0.67494,1.21099,0.81,0.71859,0.80734,0.51798,1.28929,0.94589,1.36378,4.10454e-05,4.10454e-05,4.10454e-05
135,9760.54,1.05305,0.68424,1.21369,0.77969,0.74659,0.80792,0.51951,1.2892,0.93103,1.3639,3.75337e-05,3.75337e-05,3.75337e-05
